"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"24.09.2019","153.20","156.80","157.36","151.92","1.45M","-2.16%"
"23.09.2019","156.58","158.90","159.22","155.74","1.10M","-2.02%"
"20.09.2019","159.80","159.00","161.08","158.36","2.57M","0.55%"
"19.09.2019","158.92","156.12","158.92","155.40","1.16M","1.91%"
"18.09.2019","155.94","155.20","156.46","154.90","680.12K","0.06%"
"17.09.2019","155.84","156.90","157.20","154.32","778.96K","-1.09%"
"16.09.2019","157.56","156.50","158.18","156.02","557.42K","-0.32%"
"13.09.2019","158.06","156.96","159.00","156.60","1.00M","0.83%"
"12.09.2019","156.76","154.64","158.08","154.18","1.54M","0.68%"
"11.09.2019","155.70","156.00","157.90","154.70","1.20M","0.70%"
"10.09.2019","154.62","154.00","156.30","153.92","1.05M","0.35%"
"09.09.2019","154.08","151.38","154.54","150.64","1.10M","2.45%"
"06.09.2019","150.40","150.80","152.42","148.78","1.13M","-0.29%"
"05.09.2019","150.84","149.50","152.10","149.16","1.08M","1.95%"
"04.09.2019","147.96","148.38","149.26","147.48","829.71K","1.15%"
"03.09.2019","146.28","146.76","147.08","145.50","660.86K","-0.26%"
"02.09.2019","146.66","145.66","146.94","145.22","432.64K","0.38%"
"30.08.2019","146.10","145.54","148.30","145.50","940.00K","0.56%"
"29.08.2019","145.28","143.46","146.20","142.78","821.16K","1.21%"
"28.08.2019","143.54","143.50","143.96","142.12","396.55K","0.03%"
"27.08.2019","143.50","142.32","145.00","141.56","873.15K","0.93%"
"26.08.2019","142.18","140.92","142.66","140.12","646.71K","0.72%"
"23.08.2019","141.16","143.32","144.12","140.86","1.00M","-1.33%"
"22.08.2019","143.06","142.50","144.84","141.90","781.88K","0.29%"
"21.08.2019","142.64","141.34","144.16","141.30","666.20K","1.06%"
"20.08.2019","141.14","141.82","143.06","140.70","526.88K","-0.83%"
"19.08.2019","142.32","141.34","143.16","140.98","773.32K","1.76%"
"16.08.2019","139.86","138.96","140.00","137.96","776.29K","1.23%"
"15.08.2019","138.16","140.88","141.12","136.94","1.08M","-1.23%"
"14.08.2019","139.88","143.10","143.10","138.68","1.20M","-2.11%"
"13.08.2019","142.90","140.00","145.16","139.36","1.43M","1.38%"
"12.08.2019","140.96","141.90","142.50","140.04","676.89K","-0.27%"
"09.08.2019","141.34","143.54","143.72","140.48","1.19M","-2.04%"
"08.08.2019","144.28","145.00","145.00","142.94","733.76K","1.05%"
"07.08.2019","142.78","144.08","145.16","141.52","834.70K","-0.11%"
"06.08.2019","142.94","143.20","145.02","142.38","896.74K","-0.03%"
"05.08.2019","142.98","144.02","145.34","141.14","1.54M","-2.23%"
"02.08.2019","146.24","147.36","148.00","143.64","2.15M","-2.92%"
"01.08.2019","150.64","150.80","151.80","149.48","801.68K","-0.20%"
"31.07.2019","150.94","151.62","153.28","150.94","833.75K","-0.53%"
"30.07.2019","151.74","152.72","153.46","150.04","1.19M","-0.95%"
"29.07.2019","153.20","154.92","155.30","152.20","974.91K","-1.33%"
"26.07.2019","155.26","155.12","156.36","153.90","1.09M","0.78%"
"25.07.2019","154.06","160.88","162.04","152.96","2.17M","-2.87%"
"24.07.2019","158.62","157.02","160.28","156.06","1.50M","0.94%"
"23.07.2019","157.14","151.60","158.12","151.60","1.92M","3.79%"
"22.07.2019","151.40","150.86","152.94","150.82","577.67K","-0.04%"
"19.07.2019","151.46","151.66","153.20","151.04","810.81K","0.00%"
"18.07.2019","151.46","153.06","153.28","151.42","754.54K","-1.05%"
"17.07.2019","153.06","154.46","155.56","153.02","614.33K","-1.21%"
"16.07.2019","154.94","154.08","155.42","153.08","733.43K","0.48%"
"15.07.2019","154.20","154.34","155.08","153.72","642.53K","0.43%"
"12.07.2019","153.54","149.88","154.92","149.60","1.15M","1.05%"
"11.07.2019","151.94","153.48","154.30","151.42","726.48K","-0.30%"
"10.07.2019","152.40","154.00","155.52","152.36","744.02K","-1.01%"
"09.07.2019","153.96","153.84","154.28","151.82","954.11K","-0.54%"
"08.07.2019","154.80","153.50","156.26","153.50","769.15K","0.13%"
"05.07.2019","154.60","155.22","155.38","153.30","585.16K","-0.03%"
"04.07.2019","154.64","153.58","155.48","153.18","526.29K","0.66%"
"03.07.2019","153.62","151.00","154.54","150.46","1.39M","1.74%"
"02.07.2019","151.00","150.38","151.44","149.14","914.03K","0.67%"
"01.07.2019","150.00","150.40","151.74","149.04","1.14M","1.20%"
"28.06.2019","148.22","147.10","148.44","146.48","889.40K","0.71%"
"27.06.2019","147.18","148.20","149.92","147.06","829.79K","-0.22%"
"26.06.2019","147.50","145.02","147.92","145.02","778.80K","1.08%"
"25.06.2019","145.92","145.18","147.16","145.10","622.73K","-0.73%"
"24.06.2019","147.00","145.52","147.00","144.78","719.75K","-0.12%"
"21.06.2019","147.18","146.30","148.12","146.08","1.66M","0.19%"
"20.06.2019","146.90","146.00","148.30","145.76","950.26K","1.06%"
"19.06.2019","145.36","143.50","145.36","143.04","942.55K","1.42%"
"18.06.2019","143.32","140.54","144.66","139.26","1.30M","1.85%"
"17.06.2019","140.72","141.36","142.30","140.72","573.70K","-0.37%"
"14.06.2019","141.24","142.18","142.46","140.38","679.44K","-1.09%"
"13.06.2019","142.80","141.70","143.72","140.74","706.87K","0.31%"
"12.06.2019","142.36","142.30","143.26","141.54","835.82K","-0.96%"
"11.06.2019","143.74","143.90","145.10","143.26","1.28M","1.31%"
"07.06.2019","141.88","142.50","142.86","140.96","817.42K","0.03%"
"06.06.2019","141.84","142.00","144.14","140.82","865.95K","-0.66%"
"05.06.2019","142.78","143.86","144.82","141.66","954.75K","-1.30%"
"04.06.2019","144.66","139.52","144.96","139.06","1.50M","3.28%"
"03.06.2019","140.06","138.42","140.20","138.08","801.55K","0.40%"
"31.05.2019","139.50","139.00","139.58","137.14","1.90M","-2.60%"
"30.05.2019","143.22","143.70","144.56","142.32","382.55K","-0.04%"
"29.05.2019","143.28","144.40","144.40","142.44","761.71K","-1.08%"
"28.05.2019","144.84","144.42","146.66","143.90","962.26K","0.54%"
"27.05.2019","144.06","145.80","146.38","143.10","646.89K","0.84%"
"24.05.2019","142.86","144.44","145.10","142.46","947.29K","0.61%"
"23.05.2019","142.00","142.12","142.50","140.62","1.28M","-1.59%"
"22.05.2019","144.30","144.40","145.16","142.28","769.22K","-0.28%"
"21.05.2019","144.70","145.70","146.86","143.80","945.80K","-0.08%"
"20.05.2019","144.82","146.26","147.34","143.70","1.08M","-1.58%"
"17.05.2019","147.14","147.52","147.92","145.32","1.44M","-0.65%"
"16.05.2019","148.10","148.68","149.36","146.52","1.63M","-0.68%"
"15.05.2019","149.12","146.26","152.40","143.06","2.20M","0.07%"
"14.05.2019","149.02","151.12","151.86","148.30","1.52M","1.00%"
"13.05.2019","147.54","150.50","150.50","146.24","1.64M","-1.85%"
"10.05.2019","150.32","153.00","153.72","148.86","1.49M","-0.78%"
"09.05.2019","151.50","152.02","152.98","150.18","1.37M","-1.99%"
"08.05.2019","154.58","154.00","154.96","151.90","1.43M","0.10%"
"07.05.2019","154.42","157.00","157.74","153.04","1.33M","-2.03%"
"06.05.2019","157.62","155.38","157.94","152.82","1.54M","-1.66%"
"03.05.2019","160.28","161.00","162.50","159.86","868.12K","-0.29%"
"02.05.2019","160.74","159.00","163.10","158.40","2.01M","3.68%"
"30.04.2019","155.04","155.00","155.90","153.80","869.74K","-0.74%"
"29.04.2019","156.20","156.62","157.56","155.10","633.52K","0.28%"
"26.04.2019","155.76","155.22","156.18","154.40","828.36K","0.19%"
"25.04.2019","155.46","156.48","157.02","154.60","1.00M","-1.30%"
"24.04.2019","157.50","158.00","159.30","155.80","1.09M","-1.56%"
"23.04.2019","160.00","163.10","163.98","159.86","1.01M","-1.92%"
"18.04.2019","163.14","159.62","163.82","159.22","1.88M","1.10%"
"17.04.2019","161.36","157.62","162.10","157.44","1.87M","3.03%"
"16.04.2019","156.62","154.74","157.32","154.32","1.08M","1.06%"
"15.04.2019","154.98","153.70","154.98","152.86","991.36K","1.07%"
"12.04.2019","153.34","150.94","154.58","149.74","1.73M","1.46%"
"11.04.2019","151.14","148.50","151.42","147.52","1.07M","2.40%"
"10.04.2019","147.60","147.82","148.76","146.94","720.47K","-0.27%"
"09.04.2019","148.00","148.50","151.42","147.20","999.67K","-0.88%"
"08.04.2019","149.32","147.24","149.70","146.68","679.56K","0.38%"
"05.04.2019","148.76","149.80","150.60","148.06","963.37K","-0.80%"
"04.04.2019","149.96","147.80","151.10","147.68","1.09M","0.97%"
"03.04.2019","148.52","147.50","149.70","147.10","1.35M","1.66%"
"02.04.2019","146.10","143.38","146.62","143.38","1.09M","1.14%"
"01.04.2019","144.46","142.32","145.22","142.32","1.58M","2.95%"
"29.03.2019","140.32","139.60","141.10","139.60","883.29K","1.33%"
"28.03.2019","138.48","139.00","140.14","137.94","642.17K","-0.40%"
"27.03.2019","139.04","139.46","140.70","138.04","1.01M","0.30%"
"26.03.2019","138.62","140.00","140.08","138.22","771.19K","-0.86%"
"25.03.2019","139.82","138.58","140.60","138.28","838.72K","0.49%"
"22.03.2019","139.14","143.90","144.16","139.14","1.95M","-2.66%"
"21.03.2019","142.94","143.44","144.98","142.54","927.58K","-0.68%"
"20.03.2019","143.92","147.98","148.16","143.46","1.90M","-2.69%"
"19.03.2019","147.90","146.02","149.32","144.00","1.43M","1.65%"
"18.03.2019","145.50","144.00","145.92","143.68","978.86K","0.82%"
"15.03.2019","144.32","143.50","145.72","142.52","2.17M","0.11%"
"14.03.2019","144.16","145.42","146.38","143.82","1.06M","-0.95%"
"13.03.2019","145.54","144.50","146.50","143.80","1.20M","1.08%"
"12.03.2019","143.98","147.00","147.62","143.08","1.75M","-1.83%"
"11.03.2019","146.66","147.34","147.74","145.82","910.78K","-0.27%"
"08.03.2019","147.06","147.50","148.00","145.36","1.24M","-1.92%"
"07.03.2019","149.94","151.08","151.08","148.16","1.14M","-1.47%"
"06.03.2019","152.18","153.40","153.60","150.98","1.07M","-1.32%"
"05.03.2019","154.22","153.48","154.42","152.90","836.44K","-0.01%"
"04.03.2019","154.24","154.56","155.42","154.22","786.10K","0.04%"
"01.03.2019","154.18","152.00","154.94","151.82","1.44M","2.17%"
"28.02.2019","150.90","150.48","151.16","149.58","850.85K","-0.50%"
"27.02.2019","151.66","149.90","151.96","149.62","761.02K","0.42%"
"26.02.2019","151.02","150.20","151.34","148.14","1.01M","-0.11%"
"25.02.2019","151.18","148.20","152.08","147.48","1.75M","3.04%"
"22.02.2019","146.72","145.92","149.44","145.28","1.27M","0.10%"
"21.02.2019","146.58","147.38","147.92","145.60","796.64K","-0.07%"
"20.02.2019","146.68","142.32","148.16","142.30","1.55M","2.44%"
"19.02.2019","143.18","141.80","143.18","140.82","860.01K","0.31%"
"18.02.2019","142.74","143.08","144.46","141.74","838.34K","-1.15%"
"15.02.2019","144.40","140.60","145.28","139.26","1.33M","1.79%"
"14.02.2019","141.86","144.60","145.04","141.76","926.31K","-1.31%"
"13.02.2019","143.74","145.00","146.34","143.72","849.45K","-0.35%"
"12.02.2019","144.24","142.70","144.44","142.50","1.12M","2.40%"
"11.02.2019","140.86","141.24","141.78","139.82","1.09M","0.72%"
"08.02.2019","139.86","141.20","142.82","139.18","1.76M","-1.73%"
"07.02.2019","142.32","147.90","148.38","142.32","1.73M","-4.74%"
"06.02.2019","149.40","148.28","149.60","147.56","812.36K","0.05%"
"05.02.2019","149.32","147.70","149.32","147.00","903.94K","1.12%"
"04.02.2019","147.66","148.40","149.54","146.26","853.91K","-1.27%"
"01.02.2019","149.56","148.56","150.42","147.62","1.29M","0.63%"
"31.01.2019","148.62","148.96","150.62","145.66","1.31M","0.81%"
"30.01.2019","147.42","147.80","148.48","146.14","671.15K","-0.14%"
"29.01.2019","147.62","148.92","149.56","146.46","1.09M","-1.42%"
"28.01.2019","149.74","150.90","151.18","149.32","849.95K","-1.25%"
"25.01.2019","151.64","147.30","152.36","147.08","2.13M","4.19%"
"24.01.2019","145.54","141.22","145.66","141.20","1.33M","2.31%"
"23.01.2019","142.26","142.50","143.46","141.44","858.31K","-0.93%"
"22.01.2019","143.60","143.84","144.62","142.76","671.07K","-0.88%"
"21.01.2019","144.88","146.02","146.32","144.40","520.99K","-0.54%"
"18.01.2019","145.66","144.20","146.66","144.10","1.68M","1.93%"
"17.01.2019","142.90","143.50","143.62","141.96","926.64K","-1.38%"
"16.01.2019","144.90","145.78","146.40","144.02","699.98K","-0.11%"
"15.01.2019","145.06","145.40","148.58","144.12","1.28M","0.65%"
"14.01.2019","144.12","140.50","144.80","140.00","1.07M","1.36%"
"11.01.2019","142.18","145.74","146.18","140.84","1.51M","-1.89%"
"10.01.2019","144.92","144.54","146.74","143.00","1.00M","-1.06%"
"09.01.2019","146.48","145.68","148.00","145.38","1.37M","2.43%"
"08.01.2019","143.00","139.00","146.02","138.36","1.52M","1.68%"
"07.01.2019","140.64","141.90","142.44","140.20","936.60K","0.11%"
"04.01.2019","140.48","136.04","140.48","135.84","1.18M","4.24%"
"03.01.2019","134.76","135.00","136.64","134.08","968.71K","-1.10%"
"02.01.2019","136.26","138.84","138.84","134.64","1.12M","-1.91%"
"28.12.2018","138.92","138.40","140.08","138.00","614.70K","1.08%"
"27.12.2018","137.44","143.38","143.50","136.28","1.61M","-4.09%"
"21.12.2018","143.30","142.48","146.74","141.12","2.65M","-0.42%"
"20.12.2018","143.90","145.00","145.64","143.10","1.33M","-2.03%"
"19.12.2018","146.88","146.68","148.84","146.42","986.27K","0.41%"
"18.12.2018","146.28","145.96","148.70","145.34","1.13M","-0.14%"
"17.12.2018","146.48","147.96","149.02","144.68","987.15K","-0.84%"
"14.12.2018","147.72","147.52","149.46","145.40","1.33M","-1.32%"
"13.12.2018","149.70","151.36","152.22","149.26","932.52K","-0.29%"
"12.12.2018","150.14","147.00","151.56","146.08","1.29M","2.77%"
"11.12.2018","146.10","142.40","147.68","141.76","1.65M","3.63%"
"10.12.2018","140.98","142.76","143.54","139.96","1.30M","-1.74%"
"07.12.2018","143.48","144.10","146.16","141.82","1.20M","0.34%"
"06.12.2018","143.00","146.50","146.86","141.70","1.98M","-3.12%"
"05.12.2018","147.60","147.80","151.66","146.16","1.14M","-0.63%"
"04.12.2018","148.54","151.38","151.80","148.12","1.27M","-3.03%"
"03.12.2018","153.18","155.00","156.86","152.90","1.82M","2.87%"
"30.11.2018","148.90","150.42","150.60","148.26","1.52M","-0.77%"
"29.11.2018","150.06","150.00","150.84","148.36","1.20M","0.70%"
"28.11.2018","149.02","149.50","150.10","146.54","1.32M","0.69%"
"27.11.2018","148.00","154.82","155.00","146.46","1.78M","-4.01%"
"26.11.2018","154.18","152.02","154.34","151.94","1.01M","2.12%"
"23.11.2018","150.98","150.76","152.34","149.38","1.02M","-0.62%"
"22.11.2018","151.92","152.20","152.36","150.46","1.12M","-0.29%"
"21.11.2018","152.36","147.48","152.36","147.20","1.89M","4.53%"
"20.11.2018","145.76","145.98","148.16","144.22","1.39M","-0.65%"
"19.11.2018","146.72","144.00","148.54","143.14","1.67M","1.95%"
"16.11.2018","143.92","149.24","150.12","142.60","1.93M","-2.52%"
"15.11.2018","147.64","148.30","149.80","146.00","956.01K","-1.11%"
"14.11.2018","149.30","149.58","151.36","148.06","1.55M","0.91%"
"13.11.2018","147.96","146.00","148.62","145.20","1.18M","1.45%"
"12.11.2018","145.84","147.20","148.36","145.04","909.38K","-0.15%"
"09.11.2018","146.06","149.66","150.20","144.90","2.27M","-3.46%"
"08.11.2018","151.30","156.10","156.28","151.06","1.29M","-2.36%"
"07.11.2018","154.96","156.64","158.38","154.80","1.18M","-0.76%"
"06.11.2018","156.14","156.10","157.46","154.92","1.24M","0.45%"
"05.11.2018","155.44","154.60","155.92","153.72","1.02M","0.70%"
"02.11.2018","154.36","158.80","159.98","154.36","2.84M","1.86%"
"01.11.2018","151.54","149.00","153.42","147.54","1.74M","1.87%"
"31.10.2018","148.76","150.00","152.58","148.76","2.10M","1.38%"
"30.10.2018","146.74","147.00","149.74","144.24","2.70M","3.03%"
"29.10.2018","142.42","137.98","146.34","137.92","2.43M","4.05%"
"26.10.2018","136.88","135.50","136.88","133.90","1.39M","-0.09%"
"25.10.2018","137.00","132.24","137.88","131.44","1.73M","2.47%"
"24.10.2018","133.70","140.20","141.04","133.00","2.30M","-4.29%"
"23.10.2018","139.70","139.96","140.74","138.54","1.71M","-1.85%"
"22.10.2018","142.34","146.20","147.22","141.68","963.04K","-1.14%"
"19.10.2018","143.98","145.54","145.74","139.16","2.18M","-1.10%"
"18.10.2018","145.58","147.18","149.30","145.40","1.15M","-1.03%"
"17.10.2018","147.10","148.48","149.24","145.52","984.10K","-0.22%"
"16.10.2018","147.42","144.66","149.32","143.48","2.20M","2.08%"
"15.10.2018","144.42","141.30","146.72","139.66","1.64M","3.04%"
"12.10.2018","140.16","142.00","143.44","140.12","1.19M","-0.23%"
"11.10.2018","140.48","139.52","142.80","138.08","2.35M","-2.13%"
"10.10.2018","143.54","146.16","146.22","142.80","1.66M","-2.05%"
"09.10.2018","146.54","146.72","148.20","144.54","1.11M","-0.31%"
"08.10.2018","147.00","148.00","148.16","146.56","787.92K","-1.54%"
"05.10.2018","149.30","151.00","151.94","149.02","1.18M","-1.83%"
"04.10.2018","152.08","151.86","154.26","150.82","1.16M","-0.56%"
"02.10.2018","152.94","151.92","154.46","151.10","984.81K","0.29%"
"01.10.2018","152.50","152.02","154.46","150.56","904.64K","0.59%"
"28.09.2018","151.60","153.08","153.40","149.86","1.46M","-1.47%"
"27.09.2018","153.86","150.36","155.68","149.64","1.59M","1.69%"
"26.09.2018","151.30","150.28","151.54","146.28","1.51M","0.54%"
"25.09.2018","150.48","152.60","155.00","149.06","1.76M","-1.61%"
"24.09.2018","152.94","152.80","153.62","151.06","1.09M","-0.93%"
"21.09.2018","154.38","154.32","157.20","152.80","2.83M","1.23%"
"20.09.2018","152.50","150.50","154.10","150.50","1.53M","0.93%"
"19.09.2018","151.10","148.90","151.96","148.28","1.41M","1.93%"
"18.09.2018","148.24","146.00","150.24","145.40","2.38M","2.60%"
"17.09.2018","144.48","143.08","145.26","142.24","1.10M","0.33%"
"14.09.2018","144.00","141.90","144.70","141.14","1.66M","2.29%"
"13.09.2018","140.78","138.66","141.88","138.18","1.57M","1.72%"
"12.09.2018","138.40","137.42","138.56","136.56","1.03M","0.74%"
"11.09.2018","137.38","137.50","137.76","136.04","940.05K","-0.09%"
"10.09.2018","137.50","136.12","138.94","135.14","1.20M","1.04%"
"07.09.2018","136.08","136.06","136.54","134.20","928.36K","-0.12%"
"06.09.2018","136.24","135.52","138.04","135.42","1.03M","0.07%"
"05.09.2018","136.14","135.70","137.20","135.16","1.23M","-0.04%"
"04.09.2018","136.20","138.54","138.92","134.90","1.16M","-1.26%"
"03.09.2018","137.94","139.12","139.22","136.42","1.24M","-2.06%"
"31.08.2018","140.84","141.58","141.62","139.82","1.15M","-1.41%"
"30.08.2018","142.86","142.40","145.36","140.66","1.19M","-0.21%"
"29.08.2018","143.16","143.84","144.38","141.64","705.28K","-0.15%"
"28.08.2018","143.38","143.08","145.06","142.68","1.18M","1.36%"
"27.08.2018","141.46","139.50","142.14","138.78","1.02M","2.51%"
"24.08.2018","138.00","138.00","138.52","136.86","817.98K","0.04%"
"23.08.2018","137.94","139.02","139.10","137.52","834.13K","-0.63%"
"22.08.2018","138.82","139.90","142.30","136.66","1.59M","-1.35%"
"21.08.2018","140.72","138.72","141.16","137.90","1.15M","1.24%"
"20.08.2018","139.00","139.50","140.62","138.34","661.76K","0.19%"
"17.08.2018","138.74","139.44","139.72","136.54","1.23M","-0.50%"
"16.08.2018","139.44","139.92","140.74","138.90","995.53K","0.72%"
"15.08.2018","138.44","142.68","143.78","137.46","1.96M","-3.12%"
"14.08.2018","142.90","144.94","145.32","142.34","793.50K","-0.75%"
"13.08.2018","143.98","143.38","144.96","143.30","589.32K","-0.28%"
"10.08.2018","144.38","147.06","147.34","143.24","1.28M","-2.34%"
"09.08.2018","147.84","147.52","148.80","146.62","779.28K","0.01%"
"08.08.2018","147.82","146.32","148.72","145.64","908.55K","0.64%"
"07.08.2018","146.88","146.46","149.10","146.22","955.21K","0.96%"
"06.08.2018","145.48","146.10","147.08","144.80","757.64K","0.10%"
